--------------------------------------------------------------------------------
Marvellous Infosystem Process Logger : Sun Nov 20 22:11:54 2022 
--------------------------------------------------------------------------------
{'name': 'System Idle Process', 'username': 'NT AUTHORITY\\SYSTEM', 'pid': 0, 'vms': 0.05859375}
{'name': 'Code.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 21856, 'vms': 18.57421875}
{'name': 'svchost.exe', 'username': None, 'pid': 21952, 'vms': 1.5390625}
{'name': 'chrome.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 21968, 'vms': 100.6953125}
{'name': 'WavesSvc64.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 22060, 'vms': 641.53125}
{'name': 'Zoom.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 22264, 'vms': 506.76171875}
{'name': 'aomhost64.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 22344, 'vms': 120.03515625}
{'name': 'chrome.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 22392, 'vms': 473.20703125}
{'name': 'chrome.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 22440, 'vms': 47.80078125}
{'name': 'Zoom.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 22456, 'vms': 101.41796875}
{'name': 'conhost.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 22592, 'vms': 5.3203125}
{'name': 'chrome.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 22696, 'vms': 33.34375}
{'name': 'NVIDIA Web Helper.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 22836, 'vms': 35.69140625}
{'name': 'UserOOBEBroker.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 23176, 'vms': 1.96875}
{'name': 'RuntimeBroker.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 23196, 'vms': 1.48046875}
{'name': 'msedgewebview2.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 23224, 'vms': 37.8203125}
{'name': 'chrome.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 23236, 'vms': 17.8203125}
{'name': 'conhost.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 23388, 'vms': 5.30859375}
{'name': 'fontdrvhost.exe', 'username': None, 'pid': 23392, 'vms': 2.3359375}
{'name': 'msedgewebview2.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 23448, 'vms': 2.0390625}
{'name': 'McUICnt.exe', 'username': 'DESKTOP-KLVQ63E\\Sayali', 'pid': 23820, 'vms': 10.78515625}
